No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,20120002,Nguyen Thai,Chung,Male,9/6/2002,4041161922020
2,20120007,Do Trung,Hieu,Female,18/5/2002,4711350802020
3,20120009,Nguyen Van,Hung,Male,26/8/2002,4680769892020
4,20120010,Nguyen Duc,Huy,Female,23/4/2002,4008015572020
5,20120011,Nguyen Hoang,Huy,Male,14/5/2002,4459919042020
6,20120012,Nguyen Pham Nhat,Huy,Female,9/11/2002,4507914302020
7,20120013,Trinh Quoc,Huy,Male,15/10/2002,4184793622020
8,20120014,Vuong Gia,Huy,Female,14/12/2002,4628980192020
9,20120015,Ly Hoang,Khai,Female,30/1/2002,4191282572020
10,20120017,Phan Quoc,Ky,Male,26/10/2002,3838573732020
11,20120018,Tran Kieu Minh,Lam,Male,12/4/2002,4629148422020
12,20120019,Nguyen Duc,Manh,Male,30/11/2002,3811474172020
13,20120020,Huynh Duc,Nham,Female,29/3/2002,3977195882020
14,20120021,Ho Van,Son,Female,23/9/2002,4163955662020
15,20120022,Le Quang,Tri,Female,17/10/2002,4164605122020
16,20120023,Bui Quoc,Trung,Female,28/12/2002,4370799172020
17,20120024,Huynh Minh,Tuan,Male,4/4/2002,4522588562020
18,20120025,Hoang Trong,Vu,Male,3/8/2002,3866446272020
19,20120027,Le Hai,Duy,Female,4/1/2002,4139517572020
20,20120028,Huynh Le,An,Male,20/2/2002,4470493482020
21,20120029,Nguyen Minh,An,Female,10/6/2002,4048330422020
22,20120030,Nguyen Thien,An,Female,16/3/2002,3868729782020
23,20120031,Nguyen Viet,An,Male,25/9/2002,4333520552020
24,20120032,Phan Truong,An,Male,9/6/2002,4275617132020
25,20120033,Vo Hoai,An,Male,25/9/2002,3747929602020
26,20120037,Tran Thi Minh,Anh,Female,26/7/2002,4638473002020
27,20120038,Vu Hoang The,Anh,Female,29/1/2002,4477065682020
28,20120040,Nguyen Quang Gia,Bao,Female,29/5/2002,4099917942020
29,20120041,Tran Kim,Bao,Male,21/6/2002,4220495622020
30,20120042,Truong Quan,Bao,Female,14/7/2002,4147679482020
31,20120043,Vuong Le Duc,Binh,Male,28/10/2002,3882744082020
32,20120044,Ngo Thi Ngoc,Boi,Female,14/5/2002,3859973262020
33,20120045,Ho Thi Kim,Chi,Female,16/8/2002,4423944212020
34,20120046,Ngo Xuan,Chien,Male,2/8/2002,3809301932020
35,20120049,Nguyen Hai,Dang,Female,4/7/2002,4652094832020
36,20120050,Nguyen Nhat,Dang,Female,24/4/2002,4674612102020
37,20120053,Nguyen Thanh,Dat,Male,6/12/2002,4229791402020
38,20120054,Nguyen Thanh,Dat,Male,16/9/2002,4183818702020
39,20120055,Nguyen The,Dat,Male,30/6/2002,3744514472020
40,20120056,Tran Quoc,Dinh,Male,12/5/2002,4042943832020
41,20120057,Tran Ngoc,Do,Male,2/1/2002,4443839022020
42,20120059,Le Ngoc,Duc,Female,7/10/2002,4208885522020
43,20120060,Nguyen Tri,Duc,Male,4/10/2002,4374533912020
44,20120061,Pham Duong Truong,Duc,Male,2/12/2002,4251048322020
45,20120063,Le Thi Thuy,Duong,Female,18/3/2002,4348281222020
46,20120065,Lam Quang,Duy,Male,27/7/2002,4031067232020
47,20120067,Nguyen Pham Ba,Duy,Female,6/12/2002,3880963752020
48,20120068,Phan,Duy,Female,28/2/2002,4362484472020
49,20120069,Tao Khanh,Duy,Male,22/6/2002,3751658642020
50,20120070,Huynh Thiet,Gia,Male,18/6/2002,3798261102020
51,20120071,Nguyen Thi Bich,Ha,Female,19/12/2002,4226121992020
52,20120072,Phan Ngoc Son,Ha,Male,8/8/2002,3962657322020
