No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,20127001,Ha Quoc,Anh,Male,9/6/2002,4041161922020
2,20127003,Hoang Quoc,Bao,Female,18/5/2002,4711350802020
3,20127004,Huynh Minh,Bao,Male,26/8/2002,4680769892020
4,20127005,Nguyen Duc,Bao,Female,23/4/2002,4008015572020
5,20127007,Huynh Minh,Chien,Male,14/5/2002,4459919042020
6,20127010,Kha Vinh,Dat,Female,9/11/2002,4507914302020
7,20127011,Le Tan,Dat,Male,15/10/2002,4184793622020
8,20127013,Dang Nguyen,Duy,Female,14/12/2002,4628980192020
9,20127015,Tran Quang,Duy,Female,30/1/2002,4191282572020
10,20127016,Dao Dai,Hai,Male,26/10/2002,3838573732020
11,20127017,Ngo Gia,Hai,Male,12/4/2002,4629148422020
12,20127018,Phung Duc,Hai,Male,30/11/2002,3811474172020
13,20127021,Tran Thu,Hien,Female,29/3/2002,3977195882020
14,20127023,Tran Minh,Hiep,Female,23/9/2002,4163955662020
15,20127027,Nguyen Thanh,Hoang,Female,17/10/2002,4164605122020
16,20127028,Vo Van,Hoang,Female,28/12/2002,4370799172020
17,20127029,Huynh Manh,Hung,Male,4/4/2002,4522588562020
18,20127030,Nguyen Manh,Hung,Male,3/8/2002,3866446272020
19,20127032,Bui Gia,Huy,Female,4/1/2002,4139517572020
20,20127035,Duong Thanh,Huy,Male,20/2/2002,4470493482020
21,20127037,Le Nguyen Truong,Huy,Female,10/6/2002,4048330422020
22,20127038,Nguyen Phuoc Gia,Huy,Female,16/3/2002,3868729782020
23,20127039,Tran Dam Gia,Huy,Male,25/9/2002,4333520552020
24,20127040,Truong Gia,Huy,Male,9/6/2002,4275617132020
25,20127041,Quach Dinh Huy,Thien,Male,25/9/2002,3747929602020
26,20127042,Bui Minh,Khai,Female,26/7/2002,4638473002020
27,20127043,Nguyen Thoai Dang,Khoa,Female,29/1/2002,4477065682020
28,20127044,Tran Ngoc Minh,Khoa,Female,29/5/2002,4099917942020
29,20127045,Vo Dinh,Khoi,Male,21/6/2002,4220495622020
30,20127046,Tran Gia,Lac,Female,14/7/2002,4147679482020
31,20127047,Nguyen Xuan Hoang,Lam,Male,28/10/2002,3882744082020
32,20127048,Luu Hoang,Minh,Female,14/5/2002,3859973262020
33,20127049,Nguyen Duc,Minh,Female,16/8/2002,4423944212020
34,20127050,Nguyen Duc,Minh,Male,2/8/2002,3809301932020
35,20127052,Vo Cong,Minh,Female,4/7/2002,4652094832020
36,20127053,Lam Vi,Nguyen,Female,24/4/2002,4674612102020
37,20127054,Ngo Van Trung,Nguyen,Male,6/12/2002,4229791402020
38,20127055,Le Minh,Nhan,Male,16/9/2002,4183818702020
39,20127056,Vo Duy,Nhan,Male,30/6/2002,3744514472020
40,20127057,Do Tran Minh,Nhat,Male,12/5/2002,4042943832020
41,20127058,Le Ho Bao,Nhat,Male,2/1/2002,4443839022020
42,20127060,Nguyen Duy,Nien,Female,7/10/2002,4208885522020
43,20127061,Luu Minh,Phat,Male,4/10/2002,4374533912020
44,20127062,Nguyen Khai,Phu,Male,9/6/2002,4041161922020
45,20127063,Phan Minh,Phuc,Male,18/5/2002,4711350802020
46,20127064,Nguyen Tran Mai,Phuong,Male,26/8/2002,4680769892020
47,20127066,Nguyen Nhat,Quan,Male,23/4/2002,4008015572020
48,20127067,Tran Hong,Quan,Female,14/5/2002,4459919042020
49,20127068,Ho Minh Thanh,Tai,Male,9/11/2002,4507914302020
50,20127069,Nguyen Sanh,Tai,Female,15/10/2002,4184793622020
51,20127072,Le Vo Huynh,Thanh,Female,14/12/2002,4628980192020
52,20127078,Nguyen Le Hoang,Thong,Male,30/1/2002,4191282572020
53,20127082,Lam Thi Xuan,Thy,Male,26/10/2002,3838573732020
54,20127083,Nguyen Trung,Tin,Female,12/4/2002,4629148422020
55,20127084,Nguyen Ngoc Bao,Tram,Male,30/11/2002,3811474172020
56,20127088,Nguyen Thien Hoang,Tri,Female,29/3/2002,3977195882020
57,20127089,Pham Minh,Triet,Male,23/9/2002,4163955662020
58,20127090,Le Thanh,Tu,Male,17/10/2002,4164605122020
59,20127091,Le Trong Anh,Tu,Male,28/12/2002,4370799172020
60,20127092,Nguyen Minh,Tuan,Male,4/4/2002,4522588562020
61,20127094,Nguyen Minh,Van,Male,3/8/2002,3866446272020
62,20127095,Vu Le Trong,Van,Female,4/1/2002,4139517572020
63,20127097,Tran Quang,Vinh,Male,20/2/2002,4470493482020
64,20127098,Do Thuy Phuong,Vy,Male,10/6/2002,4048330422020
65,20127099,Vo Ngoc Khanh,Vy,Female,16/3/2002,3868729782020
66,20127100,Nguyen Trinh Nhu,Y,Female,25/9/2002,4333520552020
67,20127101,Bui Ngoc My,An,Male,9/6/2002,4275617132020
68,20127102,Hoang Huu Minh,An,Female,25/9/2002,3747929602020
69,20127103,Nguyen Duc,An,Female,26/7/2002,4638473002020
70,20127104,Truong Thien,An,Male,29/1/2002,4477065682020
71,20127107,Le Quoc Ky,Anh,Male,29/5/2002,4099917942020
72,20127110,Phan Huu Doan,Anh,Male,21/6/2002,4220495622020
73,20127112,Duong Nguyen Gia,Bao,Male,14/7/2002,4147679482020
74,20127114,Huynh Quoc,Bao,Male,28/10/2002,3882744082020
75,20127115,Lam Quoc,Bao,Male,14/5/2002,3859973262020
76,20127116,Nguyen Gia,Bao,Female,16/8/2002,4423944212020
77,20127117,Nguyen Minh Gia,Bao,Female,2/8/2002,3809301932020
78,20127118,Nguyen Phuc,Bao,Male,4/7/2002,4652094832020
79,20127119,Pham Nguyen Gia,Bao,Male,24/4/2002,4674612102020
80,20127120,Tran Le Hoang,Bao,Male,6/12/2002,4229791402020
81,20127121,Tran Ngo Gia,Bao,Male,16/9/2002,4183818702020
82,20127122,Pham Thai,Binh,Female,30/6/2002,3744514472020
83,20127124,Dang Bao,Chau,Female,12/5/2002,4042943832020
84,20127125,Nguyen Minh,Chau,Male,2/1/2002,4443839022020
85,20127128,Pham Vo,Cuong,Female,7/10/2002,4208885522020
86,20127129,Le Hai,Dang,Female,4/10/2002,4374533912020
87,20127130,Bui Tien,Dat,Female,2/12/2002,4251048322020
88,20127131,Nguyen Tuan,Dat,Female,18/3/2002,4348281222020
89,20127132,Nguyen Van,Dat,Female,27/7/2002,4031067232020
